"Id";"CASnummer";"Codes";"Omschrijving";"Groep";"Begin geldigheid";"Eind geldigheid";"Status";"Gerelateerd"
6455;"52299-26-0";"PFDPA";"perfluordecylfosfonzuur";"ChemischeStof";"2025-07-15";"2100-01-01";"Geldig";""
6456;"141074-63-7";"PFPeDA";"perfluorpentadecaanzuur";"ChemischeStof";"2025-07-15";"2100-01-01";"Geldig";""
6457;"29817-79-6";"N2-15";"Stikstof 15";"ChemischeStof";"2020-08-25";"2100-01-01";"Geldig";""
6458;"2761-09-3";"3HOC3ymtclt";"3-hydroxypropylmethacrylaat";"ChemischeStof";"2020-08-28";"2100-01-01";"Geldig";""
6459;"1119-97-7";"C14yTC1yNH4B";"tetradecyltrimethylammonium bromide";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
646;"122-39-4";"DFyAe";"difenylamine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6460;"68105-02-2";"DC1yDC14yNH4";"dimethylditetradecylammonium bromide";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6461;"1119-94-4";"C12yTC1yNH4B";"dodecyltrimethylammonium bromide";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6462;"1120-02-1";"TC1yC18yNH4B";"trimethyloctadecylammonium bromide";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6463;"3282-73-3";"DC12yDC1yNH4";"didodecyldimethylammonium bromide";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6464;"70755-47-4";"DC16yDC1yNH4";"dihexadecyldimethylammonium bromide";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6465;"3700-67-2";"DC1yDC18yNH4";"dimethyldioctadecylammonium bromide";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6466;"104-74-5";"1C12yprdnCl";"1-dodecylpyridinium chloride";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6467;"6004-24-6";"1C16yprdnClH";"1-hexadecylpyridinium chloride monohydraat";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6468;"121-54-0";"BentnmCl";"benzethonium chloride";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6469;"59080-40-9";"PBB153";"2,2',4,4',5,5'-hexabroombifenyl";"ChemischeStof";"2020-09-04";"2100-01-01";"Geldig";""
6470;"15600-08-5";"5acholet3on";"5-alfa-cholestan-3-one";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6471;"1999-85-5";"aaDHOxDiC3yB";"alfa,alfa'-dihydroxy-1,3-diisopropylbenzeen";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6472;"2442-49-1";"C24azrC1yEsr";"tetracosaanzuur, methylester";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6473;"35692-94-5";"4HOx266TC1yc";"4-hydroxy-2,6,6-trimethylcyclohex-1-enecarbaldehyde";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6474;"360-68-9";"5acholet3bol";"5-beta-cholestan-3-beta-ol";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6475;"547-63-7";"C1y2C1yppnat";"methyl 2-methylpropanoaat";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6476;"601-57-0";"chole4e3on";"cholest-4-en-3-one";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6477;"6197-30-4";"octclne";"octocrilene";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6478;"777-95-7";"16DOxccC12a7";"1,6-dioxacyclododecaan-7,12-dion";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6479;"89-74-7";"124DC1yFyC2o";"1- (2,4-dimethylfenyl) ethanon";"ChemischeStof";"2020-09-09";"2020-10-08";"Vervallen";""
6479;"89-74-7";"124DC1yFyC2o";"1-(2,4-dimethylfenyl) ethanon";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
648;"35367-38-5";"Dfbzrn";"diflubenzuron";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6480;"112-14-1";"C8yactt";"octylacetaat";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6481;"20071-09-4";"t12DFyccC4a";"trans-1,2-difenylcyclobutaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6482;"3333-52-6";"T4C1yC4aDntl";"tetramethylbutaandinitril";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6483;"4181-95-7";"C40a";"tetracontaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6484;"565-69-5";"2C1y3C5on";"2-methyl-3-pentanon";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6485;"629-78-7";"C17a";"heptadecaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6486;"629-94-7";"C21a";"heneicosaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6487;"629-99-2";"C25a";"pentacosaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6488;"630-01-3";"C26a";"hexacosaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6489;"630-03-5";"C29a";"nonacosaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
649;"3648-21-3";"DC7yFt";"diheptylftalaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6490;"630-07-9";"C35a";"pentatriacontaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6491;"638-67-5";"C23a";"tricosaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6492;"646-31-1";"C24a";"tetracosaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6493;"7098-22-8";"C44a";"tetratetracontaan";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6494;"868-57-5";"C1y2C1ybtrt";"methyl-2-methylbutyraat";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6495;"96-22-0";"3C5on";"3-pentanon";"ChemischeStof";"2020-09-09";"2100-01-01";"Geldig";""
6496;"NVT";"SARS-CoV-2";"SARS-gerelateerd coronavirus, COVID-19";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
6497;"646-13-9";"IC4ysart";"isobutylstearaat";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6498;"1599-67-3";"1C22e";"1-docoseen";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6499;"102608-53-7";"371115T4C1y2";"3,7,11,15-tetramethyl-2-hexadecen-1-ol";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
65;"107-98-2";"1C1oxC3ol";"1-methoxy-2-propanol";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
650;"84-75-3";"DC6yFt";"dihexylftalaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6500;"638-68-6";"C30a";"triacontaan";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6501;"62016-19-7";"6C2y2C1yC8a";"6-ethyl-2-methyl-octaan";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6502;"13750-81-7";"1C1y1Himdz2c";"1-methyl-1H-imidazool-2-carbaldehyde";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6503;"22393-84-6";"c9C16ezrC18y";"cis-9-hexadeceenzuur octadecylester";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6504;"112-84-5";"c13C22eAd";"cis-13-Docosenamide";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6505;"24157-81-1";"26DiC3yNaf";"2,6-diisopropylnaftaleen";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6506;"590-73-8";"22DC1yC6a";"2,2-dimethylhexaan";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6507;"115-98-0";"bis2ClC2yetn";"bis(2-chloorethyl)ethenylfosfonaat";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6508;"137-89-3";"bis2C2yC6yEs";"bis(2-ethylhexyl)ester 1,3-benzeendicarbonzuur";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6509;"3126-90-7";"DC4yiFt";"dibutylisoftalaat";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
651;"34205-21-5";"Dmfrn";"dimefuron";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6510;"629-92-5";"C19a";"nonadecaan";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6511;"59-02-9";"atcfrl";"alfa-tocoferol (Vitamine E)";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6512;"474-62-4";"campEsrol";"campesterol";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6513;"1678-25-7";"Bensfanlde";"benzeensulfonanilide";"ChemischeStof";"2020-10-09";"2100-01-01";"Geldig";""
6514;"NVT";"D10";"maximale korreldiameter voor 10% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6515;"NVT";"D20";"maximale korreldiameter voor 20% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6516;"NVT";"D30";"maximale korreldiameter voor 30% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6517;"NVT";"D40";"maximale korreldiameter voor 40% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6518;"NVT";"D50";"maximale korreldiameter voor 50% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6519;"NVT";"D60";"maximale korreldiameter voor 60% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6520;"NVT";"D70";"maximale korreldiameter voor 70% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6521;"NVT";"D80";"maximale korreldiameter voor 80% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6522;"NVT";"D90";"maximale korreldiameter voor 90% van het monstervolume";"Grootheid";"2020-10-27";"2100-01-01";"Geldig";"Id-7dd76f51-16ac-4548-b9b4-7d04840ad1da"
6523;"24916-50-5";"spirmcI";"spiramycine I";"ChemischeStof";"2020-11-06";"2100-01-01";"Geldig";""
6524;"935545-74-7";"spintrm";"spinetoram (mix)";"ChemischeStof";"2020-11-18";"2100-01-01";"Geldig";""
6525;"1417782-03-6";"mefTFcnzl";"mefentrifluconazool";"ChemischeStof";"2020-11-18";"2100-01-01";"Geldig";""
6526;"38641-94-0";"glyfsiC3yNH4";"glyfosaat-isopropylammonium";"ChemischeStof";"2020-11-18";"2100-01-01";"Geldig";""
6527;"NVT";"REFRTVDPG";"Referentieverdamping (gewas)";"Grootheid";"2020-11-24";"2100-01-01";"Geldig";"Id-e53e2698-6a8f-4adc-af28-ebb6eba9239a"
6528;"NVT";"POTTLVDPG";"Potentiele verdamping";"Grootheid";"2020-11-24";"2020-12-01";"Vervallen";""
6528;"NVT";"POTTLVDPG";"Potentiële verdamping";"Grootheid";"2020-12-02";"2100-01-01";"Geldig";"Id-7cfc6298-2c8c-4fcd-b3ab-3d6ccde1170b"
6529;"64363-96-8";"tdmtn";"trans-deltamethrin";"ChemischeStof";"2020-12-09";"2100-01-01";"Geldig";""
653;"60-51-5";"Dmtat";"dimethoaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6530;"70585-35-2";"TadmnlA";"triadimenol-A";"ChemischeStof";"2025-03-14";"2100-01-01";"Geldig";""
6531;"70585-37-4";"TadmnlB";"triadimenol-B";"ChemischeStof";"2025-03-14";"2100-01-01";"Geldig";""
6532;"135308-74-6";"NODdC1yvlfxn";"N,O-didesmethylvenlafaxine";"ChemischeStof";"2020-12-09";"2100-01-01";"Geldig";""
6533;"56392-14-4";"metpllzr";"metoprololzuur";"ChemischeStof";"2020-12-09";"2100-01-01";"Geldig";""
6534;"78-74-0";"112TBrC2a";"1,1,2-tribroomethaan";"ChemischeStof";"2020-12-09";"2100-01-01";"Geldig";""
6535;"164462-16-2";"TNa2biscbxlt";"trinatrium, 2- [bis (carboxylatomethyl) amino] propanoaat";"ChemischeStof";"2020-12-09";"2100-01-01";"Geldig";""
6536;"NVT";"sHpCl1";"som heptachloor en cis-heptachloorepoxide";"ChemischeStof";"2020-12-16";"2100-01-01";"Geldig";"Id-f40b2fc5-2039-d3c5-118e-bef6ed5cc0de"
6537;"12060-05-8";"DReTO";"dirhenium trioxide";"ChemischeStof";"2020-12-16";"2100-01-01";"Geldig";""
6538;"94-18-8";"benz4HOxbzat";"benzyl 4-hydroxybenzoaat";"ChemischeStof";"2021-01-22";"2100-01-01";"Geldig";""
6539;"94-26-8";"C4yprbn";"butylparabeen";"ChemischeStof";"2021-01-22";"2100-01-01";"Geldig";""
6540;"4247-02-3";"iC4yprbn";"isobutylparabeen";"ChemischeStof";"2021-01-22";"2100-01-01";"Geldig";""
6541;"NVT";"sC4yprbnn";"som butylparabenen";"ChemischeStof";"2021-01-22";"2100-01-01";"Geldig";"Id-ab166e41-2492-0a3e-c316-2ecc0aab79ce"
6542;"NVT";"OSPAR_SA0211";"Plastic beker_plastic";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6543;"NVT";"OSPAR_SA0212";"Plastic beker_polystyreen";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6544;"NVT";"OSPAR_SA0321";"Kunststof draad/koord";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6545;"NVT";"OSPAR_SA0322";"Visnetbeschermingstouw";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6546;"NVT";"OSPAR_SA0331";"Kunststof verstrengeld draad";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6547;"NVT";"OSPAR_SA0332";"Verstrengeld draad visnetbeschermingstouw";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6548;"NVT";"OSPAR_SA0341";"Plastic viskist";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6549;"NVT";"OSPAR_SA0342";"Polystyreen viskist";"Object";"2021-01-26";"2100-01-01";"Geldig";""
655;"124-40-3";"DC1yAe";"dimethylamine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6550;"NVT";"OSPAR_SA0461";"Stuk plastic 2,5 - 50 cm";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6551;"NVT";"OSPAR_SA0462";"Stuk polystyreen 2,5 - 50 cm";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6552;"NVT";"OSPAR_SA0471";"Stuk plastic > 50 cm";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6553;"NVT";"OSPAR_SA0472";"Stuk polystyreen > 50 cm";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6554;"NVT";"OSPAR_SA0481";"Plastic Biofilm";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6555;"NVT";"OSPAR_SA0610";"Plastic voedselverplakking";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6556;"NVT";"OSPAR_SA0620";"Polystyreen voedselverpakking";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6557;"NVT";"OSPAR_SA0931";"Glazen potten";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6558;"NVT";"OSPAR_SA0981";"Wattenstaafje_plastic";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6559;"NVT";"OSPAR_SA0982";"Wattenstaafje_karton";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6560;"NVT";"OSPAR_SA1171";"Stuk plastic 0-2,5 cm";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6561;"NVT";"OSPAR_SA1172";"Stuk polystyreen 0-2,5 cm";"Object";"2021-01-26";"2100-01-01";"Geldig";""
6562;"NVT";"ANMLE";"Anomalie";"Grootheid";"2021-01-26";"2100-01-01";"Geldig";""
6563;"NVT";"DOLIC1";"Dolichospermum [1]";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
6564;"NVT";"sANNADOLIC1";"som Anabaena en Dolichospermum [1]";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
6565;"NVT";"PSEUDA";"Pseudanabaena";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
6566;"NVT";"LIMNO";"Limnothrix";"SchimmelBacterieVirus";"2025-11-26";"2100-01-01";"Geldig";""
6567;"14383-60-9";"NaC1yFC2yAd";"N-(alfa-methylfenethyl) acetamide";"ChemischeStof";"2021-02-19";"2100-01-01";"Geldig";""
6568;"36209-71-9";"Nact34C1yeDO";"N-acetyl-3,4-methyleendioxyamfetamine";"ChemischeStof";"2021-02-19";"2100-01-01";"Geldig";""
6569;"1972-08-3";"Thcannbnl";"tetrahydrocannabinol";"ChemischeStof";"2021-02-19";"2100-01-01";"Geldig";""
6570;"NVT";"AFBK";"Afbraak";"Grootheid";"2021-02-23";"2100-01-01";"Geldig";"Id-ea2ac979-0e75-4960-8f80-df86be807bfb"
6571;"1313-59-3";"Na2O";"dinatriumoxide";"ChemischeStof";"2021-03-05";"2100-01-01";"Geldig";""
6572;"22541-54-4";"AsIII";"arseen (driewaardig)";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
6573;"17428-41-0";"AsV";"arseen (vijfwaardig)";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
6574;"56980-93-9";"celpll";"celiprolol";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
6576;"34834-67-8";"HOxctnne";"hydroxycotinine";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
6577;"148553-50-8";"pregbln";"pregabalin";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
6578;"15676-16-1";"sulprde";"sulpiride";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
6579;"83-67-0";"theobmne";"theobromine";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
658;"624-92-0";"DC1yDS";"dimethyldisulfide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6580;"51012-32-9";"tiapde";"tiapride";"ChemischeStof";"2021-03-10";"2100-01-01";"Geldig";""
6581;"4271-09-4";"22bibenztazl";"2,2'-bibenzothiazool";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6582;"1008-89-5";"2Fyprdne";"2-fenylpyridine";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6583;"101-81-5";"DFyC1a";"difenylmethaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6584;"101-82-6";"2benzprdne";"2-benzylpyridine";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6585;"102-27-2";"NC2y3C1yAn";"N-ethyl-3-methylaniline";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6586;"103-81-1";"2FyacAd";"2-fenylacetamide";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6587;"103982-58-7";"2446T4C1y2C5";"2,4,4,6-tetramethyl-2-hepteen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6588;"104-46-1";"1C1ox41C3yeb";"1-methoxy-4-(1-propenyl)benzeen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6589;"104-66-5";"12DfenOxC2a";"1,2-difenoxyethaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6590;"10486-19-8";"C13al";"tridecanal";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6591;"10581-38-1";"2266T4C1y4pp";"2,2,6,6-tetramethyl-4-piperidon monohydraat";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6592;"1068-87-7";"3C2y24DC1yC5";"3-ethyl-2,4-dimethylpentaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6593;"1072-05-5";"26DC1yC7a";"2,6-dimethylheptaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6594;"107-40-4";"244TC1y2C5e";"2,4,4-trimethyl-2-penteen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6595;"110-34-9";"2C1yC3yC16ao";"2-methylpropylhexadecanoaat";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6596;"110-36-1";"C4yC14aoat";"butyltetradecanoaat";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6597;"112-35-6";"222C1oxC2oxC";"2-(2-(2-methoxyethoxy)ethoxy)ethanol";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6598;"112-52-7";"1ClC12a";"1-chloordodecaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6599;"112-53-8";"1C12ol";"1-dodecanol";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
66;"108-65-6";"PGMEA";"propyleenglycolmonomethyletheracetaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
660;"68-12-2";"NNDC1yfAd";"N,N-dimethylformamide";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";""
660;"68-12-2";"DC1yfAd";"dimethylformamide";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";""
660;"68-12-2";"DC1yfAd";"dimethylformamide";"ChemischeStof";"2011-08-28";"2100-01-01";"Geldig";""
6600;"112-95-8";"C20a";"eicosaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6601;"115-19-5";"2C1y3C4yn2ol";"2-methyl-3-butyn-2-ol";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6602;"123-25-1";"C4aDzrDC2yEs";"butaandizuur, diethylester";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6603;"124-26-5";"C18aAd";"octadecanamide";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6604;"13151-35-4";"5C1yC10a";"5-methyldecaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6605;"13588-28-8";"22C1oxC3ox1C";"2-(2-methoxypropoxy)-1-propanol";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6606;"14433-76-2";"NNDC1yC10aAd";"N,N-dimethyldecanamide";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6607;"1560-88-9";"2C1yC18a";"2-methyloctadecaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6608;"1560-89-0";"2C1yC17a";"2-methylheptadecaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6609;"15869-94-0";"36DC1yC8a";"3,6-dimethyloctaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
661;"131-11-3";"DC1yFt";"dimethylftalaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6610;"16022-04-1";"66DC1y3C1yeb";"6,6-dimethyl-3-methyleenbicyclo(3.1.1)heptaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6611;"17301-94-9";"4C1yC9a";"4-methylnonaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6612;"17302-32-8";"37DC1yC9a";"3,7-dimethylnonaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6613;"1808-26-0";"cC20aTzrC2y";"cis-5,8,11,14-eicosatertaeenzuur ethylester";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6614;"18435-45-5";"1C19e";"1-nonadeceen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6615;"18525-35-4";"chondl7enl";"chondrillast-7-enol";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6616;"18772-36-6";"C20aC1yccDcs";"eicosamethylcyclodecasiloxaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6617;"195-19-7";"BcFen";"benzo(c)fenantreen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6618;"1961-96-2";"1Fen1Hidn";"1-fenyl-1H-indeen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6619;"19781-73-8";"nC17yccC6a";"n-heptadecylcyclohexaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
662;"513-85-9";"23C4aDol";"dimethylglycol";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
6620;"19814-75-6";"99DC1yxtn";"9,9-dimethylxantheen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6621;"203-12-3";"BghiF";"benzo(ghi)fluorantheen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6622;"20324-33-8";"TC3yegcC1yEt";"tripropyleenglycolmonomethylether";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6623;"203-64-5";"4HccPedefF02";"4H-cyclopenta(def)fenantreen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6624;"2129-89-7";"C1yDFyPO";"methyldifenylfosfineoxide";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6625;"2216-32-2";"4C2yC7a";"4-ethylheptaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6626;"2566-90-7";"cC22aHxzrC1y";"cis-4,7,10,13,16,19-docosahexaeenzuur, methylester";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6627;"272-16-2";"12Benitazl";"1,2-benzisothiazool";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6628;"29956-99-8";"bis1133T4C1y";"bis(1,1,3,3-tetramethylbutyl) disulfide";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6629;"3075-84-1";"2255T4C1y11b";"2,2',5,5'-tetramethyl-1,1'-bifenyl";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
663;"75-18-3";"DC1yS";"dimethylsulfide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
6630;"3102-33-8";"E-3C5e2on";"(E)-3-penteen-2-on";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6631;"31035-07-1";"9C19e";"9-nonadeceen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6632;"313-04-2";"chol524Den3b";"cholesta-5,24-dien-3-beta-ol";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6633;"3185-99-7";"1C1asfn4C1yB";"1-methaansulfonyl-4-methylbenzeen";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6634;"3234-85-3";"C14azrC14yEs";"tetradecaanzuur, tetradecylester";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6635;"3386-87-6";"33C2yeDoxDpp";"3,3'-(ethyleendioxy)dipropiononitril";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6636;"34347-28-9";"chol522Den3b";"cholesta-5,22-dien-3-beta-ol";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6637;"3687-46-5";"C10y9C18enat";"decyl 9-octadecenoaat";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
6638;"4747-07-3";"1C1oxC6a";"1-methoxyhexaan";"ChemischeStof";"2021-03-19";"2100-01-01";"Geldig";""
