"Id";"CASnummer";"Codes";"Omschrijving";"Groep";"Begin geldigheid";"Eind geldigheid";"Status";"Gerelateerd"
2823;"108-45-2";"13DAoBen";"1,3-diaminobenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2824;"99-62-7";"13DiC3yeBen";"1,3-di-isopropylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2824;"99-62-7";"13DiC3yeBen";"1,3-di-isopropylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2825;"99-65-0";"13DNO2Ben";"1,3-dinitrobenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2825;"99-65-0";"13DNO2Ben";"1,3-dinitrobenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2826;"505-22-6";"13DOxan";"1,3-dioxaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2826;"505-22-6";"13DOxan";"1,3-dioxaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2827;"110-60-1";"14C4aDAe";"1,4-butaandiamine";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2827;"110-60-1";"14C4aDAe";"1,4-butaandiamine";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2828;"2425-79-8";"14C4aDoDgcdE";"1,4-butaandioldiglycidylether";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2828;"2425-79-8";"14C4aDoDgcdE";"1,4-butaandioldiglycidylether";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2829;"1009-61-6";"14DactBen";"1,4-diacetylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2829;"1009-61-6";"14DactBen";"1,4-diacetylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
283;"107-18-6";"allachl";"allylalcohol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2830;"106-50-3";"14DAoBen";"1,4-diaminobenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2830;"106-50-3";"14DAoBen";"1,4-diaminobenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2831;"624-18-0";"14DAoBenDHCl";"1,4-diaminobenzeen dihydrochloride";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2831;"624-18-0";"14DAoBenDHCl";"1,4-diaminobenzeen dihydrochloride";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2832;"13199-54-7";"14DC1ox2356T";"1,4-dimethoxy-2,3,5,6-tetramethylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2832;"13199-54-7";"14DC1ox2356T";"1,4-dimethoxy-2,3,5,6-tetramethylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2833;"150-78-7";"14DC1oxBen";"1,4-dimethoxybenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2833;"150-78-7";"14DC1oxBen";"1,4-dimethoxybenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2834;"10375-96-9";"14DC1y25DiC3";"1,4-dimethyl-2,5-diisopropylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2834;"10375-96-9";"14DC1y25DiC3";"1,4-dimethyl-2,5-diisopropylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2835;"122-95-2";"14DC2oxBen";"1,4-diethoxybenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2835;"122-95-2";"14DC2oxBen";"1,4-diethoxybenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2836;"104-36-9";"14DC4oxBen";"1,4-dibutoxybenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2836;"104-36-9";"14DC4oxBen";"1,4-dibutoxybenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2837;"764-41-0";"14DCl2C4e";"1,4-dichloor-2-buteen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2837;"764-41-0";"14DCl2C4e";"1,4-dichloor-2-buteen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2838;"110-56-5";"14DClC4a";"1,4-dichloorbutaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2838;"110-56-5";"14DClC4a";"1,4-dichloorbutaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2839;"100-18-5";"14DiC3yeBen";"1,4-di-isopropylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2839;"100-18-5";"14DiC3yeBen";"1,4-di-isopropylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
284;"7429-90-5";"Al";"aluminium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2840;"100-25-4";"14DNO2Ben";"1,4-dinitrobenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2840;"100-25-4";"14DNO2Ben";"1,4-dinitrobenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2841;"123-91-1";"14DOxan";"1,4-dioxaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2841;"123-91-1";"14DOxan";"1,4-dioxaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2842;"462-94-2";"15C5aDAe";"1,5-pentaandiamine";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2842;"462-94-2";"15C5aDAe";"1,5-pentaandiamine";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2843;"575-43-9";"16DC1yNaf";"1,6-dimethylnaftaleen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2843;"575-43-9";"16DC1yNaf";"1,6-dimethylnaftaleen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2844;"NVT";"25DCl6NO2An";"2,5-dichloor-6-nitroaniline";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2844;"NVT";"25DCl6NO2An";"2,5-dichloor-6-nitroaniline";"ChemischeStof";"2014-05-10";"2018-12-06";"Vervallen";""
2844;"15944-74-8";"25DCl6NO2An";"3,6-dichloor-2-nitroaniline";"ChemischeStof";"2018-12-07";"2100-01-01";"Geldig";""
2845;"253-69-0";"17naftrdne";"1,7-naftyridine";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2845;"253-69-0";"17naftrdne";"1,7-naftyridine";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2846;"470-82-6";"18cinole";"1,8-cineole";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2846;"470-82-6";"18cinole";"1,8-cineole";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2847;"82-28-0";"1Ao2C1yatqnn";"1-amino-2-methylanthraquinon";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2847;"82-28-0";"1Ao2C1yatqnn";"1-amino-2-methylanthraquinon";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2848;"NVT";"26DClFbAd";"2,6-dichloorfluorbenzamide";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2848;"NVT";"26DClFbAd";"2,6-dichloorfluorbenzamide";"ChemischeStof";"2014-05-10";"2018-12-07";"Vervallen";""
2849;"36653-82-4";"1C16ol";"1-hexadecanol";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2849;"36653-82-4";"1C16ol";"1-hexadecanol";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
285;"834-12-8";"amtn";"ametryn";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2850;"628-28-4";"1C1oxC4a";"1-methoxybutaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2850;"628-28-4";"1C1oxC4a";"1-methoxybutaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2851;"1074-17-5";"1C1y2C3yBen";"1-methyl-2-propylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2851;"1074-17-5";"1C1y2C3yBen";"1-methyl-2-propylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2852;"4534-53-6";"1C1yC12yBen";"1-methyldodecylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2852;"4534-53-6";"1C1yC12yBen";"1-methyldodecylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2853;"759-73-9";"1C2y1NO2sura";"1-ethyl-1-nitrosourea";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2853;"759-73-9";"1C2y1NO2sura";"1-ethyl-1-nitrosourea";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2854;"2471-83-2";"1C2yididn";"1-ethylideenindeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2854;"2471-83-2";"1C2yididn";"1-ethylideenindeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2855;"115-07-1";"1C3e";"1-propeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2855;"115-07-1";"1C3e";"1-propeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2856;"6145-73-9";"1C3ol2ClPO4";"1-propanol-2-chloorfosfaat";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2856;"6145-73-9";"1C3ol2ClPO4";"1-propanol-2-chloorfosfaat";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2857;"4537-15-9";"1C4yC7yBen";"1-(butylheptyl)-benzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2857;"4537-15-9";"1C4yC7yBen";"1-(butylheptyl)-benzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2858;"4534-49-0";"1C5yC8yBen";"1-(pentyloctyl)-benzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2858;"4534-49-0";"1C5yC8yBen";"1-(pentyloctyl)-benzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2859;"74663-91-5";"1C7y2C1yccC3";"1-heptyl-2-methyl-cyclopropaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2859;"74663-91-5";"1C7y2C1yccC3";"1-heptyl-2-methyl-cyclopropaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
286;"33089-61-1";"amtz";"amitraz";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2860;"97-00-7";"1Cl24DNO2Ben";"1-chloor-2,4-dinitrobenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2860;"97-00-7";"1Cl24DNO2Ben";"1-chloor-2,4-dinitrobenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2861;"112-07-2";"2C4oxactt";"2-butoxyacetaat";"ChemischeStof";"2011-06-08";"2012-07-25";"Vervallen";""
2861;"NVT";"2C4oxactt";"2-butoxyacetaat";"ChemischeStof";"2012-07-26";"2013-06-30";"Vervallen";""
2862;"1-3-4860";"1ClC16a";"1-chloorhexadecaan";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";""
2862;"4860-03-1";"1ClC16a";"1-chloorhexadecaan";"ChemischeStof";"2011-06-10";"2014-01-27";"Vervallen";""
2862;"4860-03-1";"1ClC16a";"1-chloorhexadecaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2863;"540-54-5";"1ClC3a";"1-chloorpropaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2863;"540-54-5";"1ClC3a";"1-chloorpropaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2864;"3152-68-9";"1Fy1C5e3on";"1-fenyl-1-penteen-3-on";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2864;"3152-68-9";"1Fy1C5e3on";"1-fenyl-1-penteen-3-on";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2865;"618-36-0";"1FyC2yAe";"a-fenylethylamine";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2865;"618-36-0";"1FyC2yAe";"a-fenylethylamine";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2866;"5315-79-7";"1HOxPyr";"1-hydroxypyreen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2866;"5315-79-7";"1HOxPyr";"1-hydroxypyreen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2867;"535-77-3";"1iC3y3C1yBen";"1-isopropyl-3-methyl-benzeen (m-cymeen)";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2867;"535-77-3";"1iC3y3C1yBen";"1-isopropyl-3-methyl-benzeen (m-cymeen)";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2868;"83-33-0";"1indnn";"1-indanon";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2868;"83-33-0";"1indnn";"1-indanon";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2869;"132-75-2";"1Nafactntl";"1-naftaleenacetonitril";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2869;"132-75-2";"1Nafactntl";"1-naftaleenacetonitril";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
287;"61-82-5";"amtl";"amitrol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2870;"86-57-7";"1NO2Naf";"1-nitronaftaleen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2870;"86-57-7";"1NO2Naf";"1-nitronaftaleen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2871;"464-48-2";"1skamfr";"(1S)-kamfer";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2871;"464-48-2";"1skamfr";"(1S)-kamfer";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2872;"51422-54-9";"1tC4ox2C2oxC";"1-tert-butoxy-2-ethoxyethaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2872;"51422-54-9";"1tC4ox2C2oxC";"1-tert-butoxy-2-ethoxyethaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2873;"143-22-6";"222C4oxC2oxC";"2-(2-(2-butoxyethoxy)ethoxy)ethanol";"ChemischeStof";"2011-10-14";"2014-01-27";"Vervallen";""
2873;"143-22-6";"222C4oxC2oxC";"2-(2-(2-butoxyethoxy)ethoxy)ethanol";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2874;"6846-50-0";"224TC1y13C02";"2,2,4-trimethyl-1,3-pentaandioldiisobutyraat";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2874;"6846-50-0";"224TC1y13C02";"2,2,4-trimethyl-1,3-pentaandioldiisobutyraat";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2875;"144-19-4";"224TC1y13C5a";"2,2,4-trimethyl-1,3-pentaandiol";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2875;"144-19-4";"224TC1y13C5a";"2,2,4-trimethyl-1,3-pentaandiol";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2876;"15045-43-9";"2255T4C4yT4H";"2,2,5,5,-tetramethyl-tetrahydrofuran";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2876;"15045-43-9";"2255T4C4yT4H";"2,2,5,5,-tetramethyl-tetrahydrofuran";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2877;"3776-30-5";"2266T4ClccC6";"2,2,6,6-tetrachloorcyclohexanon";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2877;"3776-30-5";"2266T4ClccC6";"2,2,6,6-tetrachloorcyclohexanon";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2878;"124-17-4";"22C4oxC2ox02";"2-(2-butoxyethoxy)ethylacetaat";"ChemischeStof";"2011-10-14";"2014-01-28";"Vervallen";""
2878;"124-17-4";"22C4oxC2ox02";"2-(2-butoxyethoxy)ethylacetaat";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2879;"10222-01-2";"22DBr2caacam";"2,2-dibroom-2-cyaanaceetamide";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2879;"10222-01-2";"22DBr2caacam";"2,2-dibroom-2-cyaanaceetamide";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
288;"7664-41-7";"NH3";"ammoniak";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2880;"84-68-4";"22DClbzdne";"2,2'-dichloorbenzidine";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2880;"84-68-4";"22DClbzdne";"2,2'-dichloorbenzidine";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2881;"75-99-0";"22DClppozr";"2,2-dichloorpropionzuur";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2881;"75-99-0";"22DClppozr";"2,2-dichloorpropionzuur";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2882;"634-83-3";"2345T4ClAn";"2,3,4,5-tetrachlooraniline";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2882;"634-83-3";"2345T4ClAn";"2,3,4,5-tetrachlooraniline";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2883;"654-36-4";"2346T4ClAn";"2,3,4,6-tetrachlooraniline";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2883;"654-36-4";"2346T4ClAn";"2,3,4,6-tetrachlooraniline";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2884;"1467-35-2";"234TC1yAn";"2,3,4-trimethylaniline";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2884;"1467-35-2";"234TC1yAn";"2,3,4-trimethylaniline";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2885;"3481-20-7";"2356T4ClAn";"2,3,5,6-tetrachlooraniline";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2885;"3481-20-7";"2356T4ClAn";"2,3,5,6-tetrachlooraniline";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2886;"18487-39-3";"235TClAn";"2,3,5-trichlooraniline";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2886;"18487-39-3";"235TClAn";"2,3,5-trichlooraniline";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2887;"2655-15-4";"235Tmtcb";"2,3,5-trimethacarb";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2887;"2655-15-4";"235Tmtcb";"2,3,5-trimethacarb";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2888;"4032-93-3";"236TC1yC7a";"2,3,6-trimethylheptaan";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2888;"4032-93-3";"236TC1yC7a";"2,3,6-trimethylheptaan";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2889;"88963-39-7";"236TClAn";"2,3,6-trichlooraniline";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2889;"88963-39-7";"236TClAn";"2,3,6-trichlooraniline";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
289;"14798-03-9";"NH4";"ammonium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2890;"431-03-8";"23C4aDon";"2,3-butadion";"ChemischeStof";"2011-06-08";"2014-01-28";"Vervallen";""
2890;"431-03-8";"23C4aDon";"2,3-butadion";"ChemischeStof";"2014-01-29";"2100-01-01";"Geldig";""
2891;"583-61-9";"23DC1yprdne";"2,3-dimethylpyridine";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2891;"583-61-9";"23DC1yprdne";"2,3-dimethylpyridine";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2892;"41195-90-8";"23DClFyiCN";"2,3-dichloorfenylisocyanaat";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2892;"41195-90-8";"23DClFyiCN";"2,3-dichloorfenylisocyanaat";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2893;"59-48-3";"23DHindl2on";"2,3-dihydroindol-2-on";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2893;"59-48-3";"23DHindl2on";"2,3-dihydroindol-2-on";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2894;"87-59-2";"23xyldne";"2,3-xylidine";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2894;"87-59-2";"23xyldne";"2,3-xylidine";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2895;"74367-34-3";"244TC1y13C5a";"2,4,4-trimethyl-1,3-pentaandiol-1-isobutyraat";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2895;"74367-34-3";"244TC1y13C5a";"2,4,4-trimethyl-1,3-pentaandiol-1-isobutyraat";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2896;"137-17-7";"245TC1yAn";"2,4,5-trimethylaniline";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2896;"137-17-7";"245TC1yAn";"2,4,5-trimethylaniline";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2897;"118-79-6";"246TBrFol";"2,4,6-tribroomfenol";"ChemischeStof";"2011-12-24";"2014-01-30";"Vervallen";""
2897;"118-79-6";"246TBrFol";"2,4,6-tribroomfenol";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2898;"88-05-1";"246TC1yAn";"2,4,6-trimethylaniline";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2898;"88-05-1";"246TC1yAn";"2,4,6-trimethylaniline";"ChemischeStof";"2014-01-31";"2100-01-01";"Geldig";""
2899;"108-75-8";"246TC1yprdne";"2,4,6-trimethylpyridine";"ChemischeStof";"2011-06-08";"2014-01-30";"Vervallen";""
2899;"108-75-8";"246TC1yprdne";"2,4,6-trimethylpyridine";"ChemischeStof";"2014-01-31";"2014-04-10";"Vervallen";""
2899;"108-75-8";"246TC1yprdne";"2,4,6-trimethylpyridine";"ChemischeStof";"2014-04-11";"2100-01-01";"Geldig";""
29;"526-73-8";"123TC1yBen";"1,2,3-trimethylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2900;"126-86-3";"2479T4C1y5dc";"2,4,7,9-tetramethyl-5-decyn-4,7-diol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2900;"126-86-3";"2479T4C1y5dc";"2,4,7,9-tetramethyl-5-decyn-4,7-diol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2901;"126-54-5";"24810T4Oasr5";"2,4,8,10 tetraoxaspiro(5.5)undecaan";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2901;"126-54-5";"24810T4Oasr5";"2,4,8,10 tetraoxaspiro(5.5)undecaan";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2902;"53404-37-8";"24D2C2y4C1yC";"2,4-D 2-ethyl-4-methylpentyl ester";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2902;"53404-37-8";"24D2C2y4C1yC";"2,4-D 2-ethyl-4-methylpentyl ester";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2903;"1928-43-4";"24D2C2yC6yEs";"2,4-D 2-ethylhexylester";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2903;"1928-43-4";"24D2C2yC6yEs";"2,4-D 2-ethylhexylester";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2904;"615-05-4";"24DAoansl";"2,4-diaminoanisol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2904;"615-05-4";"24DAoansl";"2,4-diaminoanisol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2905;"39156-41-7";"24DAoansSO4";"2,4-diaminoanisolsulfaat";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2905;"39156-41-7";"24DAoansSO4";"2,4-diaminoanisolsulfaat";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2906;"95-80-7";"24DAoTol";"2,4-diaminotolueen";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2906;"95-80-7";"24DAoTol";"2,4-diaminotolueen";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2907;"13432-25-2";"24DC1y3C6ol";"2,4-dimethyl-3-hexanol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2907;"13432-25-2";"24DC1y3C6ol";"2,4-dimethyl-3-hexanol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2908;"15764-16-6";"24DC1yBenAh";"2,4-dimethylbenzaldehyde";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2908;"15764-16-6";"24DC1yBenAh";"2,4-dimethylbenzaldehyde";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2909;"565-80-0";"24DC1yC5on";"2,4-dimethyl-3-pentanon";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2909;"565-80-0";"24DC1yC5on";"2,4-dimethyl-3-pentanon";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2910;"108-47-4";"24DC1yprdne";"2,4-dimethylpyridine";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2910;"108-47-4";"24DC1yprdne";"2,4-dimethylpyridine";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2911;"1198-37-4";"24DC1yqnlne";"2,4-dimethylquinoline";"ChemischeStof";"2011-07-15";"2014-05-09";"Vervallen";""
2911;"1198-37-4";"24DC1yqnlne";"2,4-dimethylquinoline";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2912;"1320-18-9";"24DC3yegC4yE";"2,4-D propyleen glycol butyl ether ester";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2912;"1320-18-9";"24DC3yegC4yE";"2,4-D propyleen glycol butyl ether ester";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2913;"1929-73-3";"24DC4oxC2yEs";"2,4-D butoxyethylester";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2913;"1929-73-3";"24DC4oxC2yEs";"2,4-D butoxyethylester";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2914;"94-80-4";"24DC4yEsr";"2,4-D butyl ester";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2914;"94-80-4";"24DC4yEsr";"2,4-D butyl ester";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2915;"2683-43-4";"24DCl6NO2An";"2,4-dichloor-6-nitroaniline";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2915;"2683-43-4";"24DCl6NO2An";"2,4-dichloor-6-nitroaniline";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
2916;"2971-38-2";"24DClctEsr";"2,4-D chloorcrotyl-ester";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";""
2916;"2971-38-2";"24DClctEsr";"2,4-D chloorcrotyl-ester";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";""
